Term,2024 Fall,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Class Enrollment Summary by Term with Prompt,,,,,,,,,,,,,,
Time run: 11/5/2024 9:08:31 AM,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Class Number,Course Title,Course Name,View in Course Search,Course Section Code,Course Department,Instructor Full Name,UGrad,Grad,NonDegree,XReg,VUS,Employee,Withdraw,Total
14158,COMPSCI 3320,Complex Quantum Many-Body Syst,View COMPSCI 3320 in Course Search ,001,Computer Science,"Anshu,Anurag",0,1,0,0,0,0,0,1
13096,COMPSCI 3350,"Complexity, Algorithms, Crypto",View COMPSCI 3350 in Course Search ,001,Computer Science,"Barak,Boaz",0,2,0,0,0,0,0,2
15231,COMPSCI 3360,Algorithmic Statistics,View COMPSCI 3360 in Course Search ,001,Computer Science,"Chen,Sitan",0,2,0,0,0,0,0,2
13075,COMPSCI 3440,Computer Architecture,View COMPSCI 3440 in Course Search ,001,Computer Science,"Brooks,David",0,4,0,0,0,0,0,4
13097,COMPSCI 3450,Datacenter networking,View COMPSCI 3450 in Course Search ,001,Computer Science,"Yu,Minlan",0,4,0,0,0,0,0,4
13081,COMPSCI 3480,Computer Vision,View COMPSCI 3480 in Course Search ,001,Computer Science,"Zickler,Todd",0,2,0,0,0,0,0,2
13389,COMPSCI 3510,Research Programming Language,View COMPSCI 3510 in Course Search ,001,Computer Science,"Amin,Nada",0,5,0,0,0,0,0,5
13074,COMPSCI 3580,Computational Complexity,View COMPSCI 3580 in Course Search ,001,Computer Science,"Vadhan,Salil P.",0,4,0,0,0,0,0,4
13067,COMPSCI 3600,Online and Randomized Algorith,View COMPSCI 3600 in Course Search ,001,Computer Science,"Mitzenmacher,Michael D.",0,2,0,0,0,0,0,2
13088,COMPSCI 3620,Software Systems,View COMPSCI 3620 in Course Search ,001,Computer Science,"Mickens,James",0,1,0,0,0,0,0,1
13084,COMPSCI 3640,Programming Lang and Security,View COMPSCI 3640 in Course Search ,001,Computer Science,"Chong,Stephen",0,2,0,0,0,0,0,2
13095,COMPSCI 3720,Topics in Theory for Society,View COMPSCI 3720 in Course Search ,001,Computer Science,"Dwork,Cynthia",0,2,0,0,0,0,0,2
14159,COMPSCI 3740,Graduate Research Gonczarowski,View COMPSCI 3740 in Course Search ,001,Computer Science,"Gonczarowski,Yannai A.",0,1,0,0,0,0,0,1
13996,COMPSCI 3770,"Data Vis, Human-Computer & ML",View COMPSCI 3770 in Course Search ,001,Computer Science,"Viegas,Fernanda",0,1,0,0,0,0,0,1
15232,COMPSCI 3790,Data-Centric Machine Learning,View COMPSCI 3790 in Course Search ,001,Computer Science,"Alvarez Melis,David",0,3,0,0,0,0,0,3
16331,COMPSCI 3810,ML-Era of Foundation Models,View COMPSCI 3810 in Course Search ,001,Computer Science,"Lakkaraju,Hima",0,3,0,0,0,0,0,3
13997,COMPSCI 3830,Machine Learning & AI,View COMPSCI 3830 in Course Search ,001,Computer Science,"Kakade,Sham",0,6,0,0,0,0,0,6
13100,COMPSCI 3850,AI for Social Good,View COMPSCI 3850 in Course Search ,001,Computer Science,"Tambe,Milind",0,4,0,0,0,0,0,4
13092,COMPSCI 3860,Machine Learning,View COMPSCI 3860 in Course Search ,001,Computer Science,"Doshi-Velez,Finale",0,11,0,0,0,0,0,11
13101,COMPSCI 3870,Stat Reinforcement Learning,View COMPSCI 3870 in Course Search ,001,Computer Science,"Murphy,Susan A",0,1,0,0,0,0,0,1
13374,COMPSCI 3880,Multi-Robot Systems,View COMPSCI 3880 in Course Search ,001,Computer Science,"Gil,Stephanie",0,8,0,0,0,0,0,8
13281,COMPSCI 50,Intro to Computer Science,View COMPSCI 50 in Course Search ,001,Computer Science,"Malan,David J.",345,3,1,43,2,0,2,396
13080,COMPSCI 61,Systms Programming & Mach Org,View COMPSCI 61 in Course Search ,001,Computer Science,"Kohler,Eddie",253,0,0,0,1,0,1,255
13936,COMPSCI 73,"Code, Data, and Art",View COMPSCI 73 in Course Search ,001,Computer Science,"Viegas,Fernanda",30,0,0,0,0,0,0,30
13070,COMPSCI 91R,Supervised Reading and Researc,View COMPSCI 91R in Course Search ,001,Computer Science,"Kohler,Eddie",57,0,0,0,0,0,0,57
13316,CPB 91,Research Chemical & Phys Biol,View CPB 91 in Course Search ,001,Chemical & Physical Biology,"Mao,Dominic M",1,0,0,0,0,0,0,1
14067,CPB 99A,Lab Research for Honors Thesis,View CPB 99A in Course Search ,001,Chemical & Physical Biology,"Mao,Dominic M",9,0,0,0,0,0,0,9
20131,CPB 99B,Lab Research for Honors Thesis,View CPB 99B in Course Search ,001,Chemical & Physical Biology,"Mao,Dominic M",0,0,0,0,0,0,0,0
11498,CZCH AA,Elementary Czech I,View CZCH AA in Course Search ,001,Slavic Languages & Literatures,"Tuckerova,Veronika",2,1,0,0,0,0,0,3
11528,CZCH BA,Intermediate Czech I,View CZCH BA in Course Search ,001,Slavic Languages & Literatures,"Tuckerova,Veronika",1,0,0,0,0,0,0,1
19618,CZCH BA,Intermediate Czech I,View CZCH BA in Course Search ,002,Slavic Languages & Literatures,"Tuckerova,Veronika",2,0,0,0,0,0,0,2
12565,CZCH CR,Advanced Czech,View CZCH CR in Course Search ,001,Slavic Languages & Literatures,"Tuckerova,Veronika",1,1,0,0,0,0,0,2
19619,CZCH CR,Advanced Czech,View CZCH CR in Course Search ,002,Slavic Languages & Literatures,"Tuckerova,Veronika",0,1,0,0,0,0,0,1
10981,DESIGN 300,Reading and Research,View DESIGN 300 in Course Search ,001,"Arch, Landscape & Urban Plan","Picon,Antoine",0,1,0,0,0,0,0,1
12227,DESIGN 300,Reading and Research,View DESIGN 300 in Course Search ,014,"Arch, Landscape & Urban Plan","Malkawi,Ali",0,1,0,0,0,0,0,1
12827,DESIGN 302,Teaching,View DESIGN 302 in Course Search ,001,"Arch, Landscape & Urban Plan",,0,8,0,0,0,0,0,8
12785,DESIGN 304,Doctoral Dissertations Archite,View DESIGN 304 in Course Search ,001,"Arch, Landscape & Urban Plan",,0,3,0,0,0,0,0,3
12788,DESIGN 307,Doctoral Dissertations Landsca,View DESIGN 307 in Course Search ,001,"Arch, Landscape & Urban Plan",,0,1,0,0,0,0,0,1
12786,DESIGN 310,Doctoral Dissertations Urban P,View DESIGN 310 in Course Search ,001,"Arch, Landscape & Urban Plan",,0,3,0,0,0,0,0,3
11393,DRB 310,Blood Stem Cell Development,View DRB 310 in Course Search ,001,Medical Sciences,"North,Trista Elizabeth",0,2,0,0,0,0,0,2
11394,DRB 311,Cardiovascular Development and,View DRB 311 in Course Search ,001,Medical Sciences,"Burns,Caroline Erter",0,1,0,0,0,0,0,1
11395,DRB 312,Epigenetic Modifications,View DRB 312 in Course Search ,001,Medical Sciences,"Meissner,Alexander",0,0,0,0,0,0,0,0
11397,DRB 314,Devel & Reprogramming Neuronal,View DRB 314 in Course Search ,001,Medical Sciences,"Arlotta,Paola",0,4,0,0,0,0,0,4
11399,DRB 316,Stem Cells and Organ Size,View DRB 316 in Course Search ,001,Medical Sciences,"Camargo,Fernando D.",0,2,0,0,0,0,0,2
11410,DRB 320,Lung Regeneration and Lung Dis,View DRB 320 in Course Search ,001,Medical Sciences,"Rajagopal,Jayaraj",0,2,0,0,0,0,0,2
11448,DRB 321,Stem Cells and Neurodegenerati,View DRB 321 in Course Search ,001,Medical Sciences,"Rubin,Lee",0,1,0,0,0,0,0,1
10826,DRB 325,Tissue-Specific Stem Cells,View DRB 325 in Course Search ,001,Medical Sciences,"Wagers,Amy J",0,1,0,0,0,0,0,1
12279,DRB 327,MicroRNA in dvlpmnt & disease,View DRB 327 in Course Search ,001,Medical Sciences,"Slack,Frank",0,1,0,0,0,0,0,1
14214,E-PSCI 10,A Brief History of the Earth,View E-PSCI 10 in Course Search ,001,Earth & Planetary Sciences,"Fischer,Rebecca A",48,0,0,0,0,0,0,48
13847,E-PSCI 100,Intro MATLAB & Data Analysis,View E-PSCI 100 in Course Search ,001,Earth & Planetary Sciences,"Ishii,Miaki",2,1,0,0,0,0,0,3
14216,E-PSCI 102,Data Analysis & Stat Inference,View E-PSCI 102 in Course Search ,001,Earth & Planetary Sciences,"Fu,Roger Rennan",4,4,0,0,0,0,0,8
16463,E-PSCI 110,Planet Materials/Earth Resourc,View E-PSCI 110 in Course Search ,001,Earth & Planetary Sciences,"Jacobsen,Stein B.",10,2,0,0,0,0,0,12
16371,E-PSCI 132,Intro to Meteorology & Climate,View E-PSCI 132 in Course Search ,001,Earth & Planetary Sciences,"Farrell,Brian F.",2,0,0,0,0,0,0,2
16372,E-PSCI 162,Hydrology,View E-PSCI 162 in Course Search ,001,Earth & Planetary Sciences,"McColl,Kaighin A",1,0,0,0,0,0,0,1
16374,E-PSCI 168,Human Enviro Data Sci ,View E-PSCI 168 in Course Search ,001,Earth & Planetary Sciences,"Huybers,Peter John",9,1,0,0,0,0,0,10
16469,E-PSCI 169,Sem on Local Pollution Issues,View E-PSCI 169 in Course Search ,001,Earth & Planetary Sciences,"Sunderland,Elsie M",7,0,0,0,0,0,0,7
16376,E-PSCI 182,Stratigraphy and Sedimentology,View E-PSCI 182 in Course Search ,001,Earth & Planetary Sciences,"Drabon,Nadja",5,4,0,0,0,0,0,9
13781,E-PSCI 200,Atmospheric Chem & Physics,View E-PSCI 200 in Course Search ,001,Earth & Planetary Sciences,,0,0,0,0,0,0,0,0
16378,E-PSCI 208,Physics of Climate,View E-PSCI 208 in Course Search ,001,Earth & Planetary Sciences,"Kuang,Zhiming",1,7,0,1,0,0,0,9
16613,E-PSCI 239,Confronting Climate Change,View E-PSCI 239 in Course Search ,001,Earth & Planetary Sciences,"Schrag,Daniel P.",0,2,2,10,0,0,0,14
16468,E-PSCI 263,Reading in Global Seismology,View E-PSCI 263 in Course Search ,001,Earth & Planetary Sciences,"Ishii,Miaki",0,1,0,0,0,0,0,1
16380,E-PSCI 270,Adv Structural Interpretation,View E-PSCI 270 in Course Search ,001,Earth & Planetary Sciences,"Shaw,John H.",0,2,0,1,0,0,0,3
15379,E-PSCI 286,Oxygen budgets through time,View E-PSCI 286 in Course Search ,001,Earth & Planetary Sciences,"Johnston,David T",0,3,0,2,0,0,0,5
13782,E-PSCI 301,Teaching-Related Work,View E-PSCI 301 in Course Search ,001,Earth & Planetary Sciences,,0,12,0,0,0,0,0,12
13787,E-PSCI 302,Reading and Research,View E-PSCI 302 in Course Search ,005,Earth & Planetary Sciences,"Fischer,Rebecca A",0,2,0,0,0,0,0,2
13789,E-PSCI 302,Reading and Research,View E-PSCI 302 in Course Search ,007,Earth & Planetary Sciences,"Huybers,Peter John",0,3,0,0,0,0,0,3
13791,E-PSCI 302,Reading and Research,View E-PSCI 302 in Course Search ,009,Earth & Planetary Sciences,"Jacob,Daniel J.",0,2,0,0,0,0,0,2
13792,E-PSCI 302,Reading and Research,View E-PSCI 302 in Course Search ,010,Earth & Planetary Sciences,"Jacobsen,Stein B.",0,3,0,0,0,0,0,3
13793,E-PSCI 302,Reading and Research,View E-PSCI 302 in Course Search ,011,Earth & Planetary Sciences,"Johnston,David T",0,2,0,0,0,0,0,2
13794,E-PSCI 302,Reading and Research,View E-PSCI 302 in Course Search ,012,Earth & Planetary Sciences,"Kuang,Zhiming",0,1,0,0,0,0,0,1
13795,E-PSCI 302,Reading and Research,View E-PSCI 302 in Course Search ,013,Earth & Planetary Sciences,"Langmuir,Charles",0,1,0,0,0,0,0,1
13796,E-PSCI 302,Reading and Research,View E-PSCI 302 in Course Search ,014,Earth & Planetary Sciences,"Linz,Marianna Katherine",0,1,0,0,0,0,0,1
13798,E-PSCI 302,Reading and Research,View E-PSCI 302 in Course Search ,016,Earth & Planetary Sciences,"McColl,Kaighin A",0,2,0,0,0,0,0,2
13802,E-PSCI 302,Reading and Research,View E-PSCI 302 in Course Search ,020,Earth & Planetary Sciences,"Pearson,Ann",0,2,0,0,0,0,0,2
13804,E-PSCI 302,Reading and Research,View E-PSCI 302 in Course Search ,022,Earth & Planetary Sciences,"Shaw,John H.",0,1,0,0,0,0,0,1
13805,E-PSCI 302,Reading and Research,View E-PSCI 302 in Course Search ,023,Earth & Planetary Sciences,"Sunderland,Elsie M",0,1,0,0,0,0,0,1
13807,E-PSCI 302,Reading and Research,View E-PSCI 302 in Course Search ,025,Earth & Planetary Sciences,"Wofsy,Steven C.",0,2,0,0,0,0,0,2
13811,E-PSCI 303,Directional Dissertation,View E-PSCI 303 in Course Search ,003,Earth & Planetary Sciences,"Drabon,Nadja",0,2,0,0,0,0,0,2
13813,E-PSCI 303,Directional Dissertation,View E-PSCI 303 in Course Search ,005,Earth & Planetary Sciences,"Fischer,Rebecca A",0,1,0,0,0,0,0,1
13814,E-PSCI 303,Directional Dissertation,View E-PSCI 303 in Course Search ,006,Earth & Planetary Sciences,"Fu,Roger Rennan",0,2,0,0,0,0,0,2
13815,E-PSCI 303,Directional Dissertation,View E-PSCI 303 in Course Search ,007,Earth & Planetary Sciences,"Huybers,Peter John",0,1,0,0,0,0,0,1
13816,E-PSCI 303,Directional Dissertation,View E-PSCI 303 in Course Search ,008,Earth & Planetary Sciences,"Ishii,Miaki",0,1,0,0,0,0,0,1
13817,E-PSCI 303,Directional Dissertation,View E-PSCI 303 in Course Search ,009,Earth & Planetary Sciences,"Jacob,Daniel J.",0,7,0,0,0,0,0,7
13820,E-PSCI 303,Directional Dissertation,View E-PSCI 303 in Course Search ,012,Earth & Planetary Sciences,"Kuang,Zhiming",0,5,0,0,0,0,0,5
13821,E-PSCI 303,Directional Dissertation,View E-PSCI 303 in Course Search ,013,Earth & Planetary Sciences,"Langmuir,Charles",0,1,0,0,0,0,0,1
13822,E-PSCI 303,Directional Dissertation,View E-PSCI 303 in Course Search ,014,Earth & Planetary Sciences,"Linz,Marianna Katherine",0,1,0,0,0,0,0,1
13824,E-PSCI 303,Directional Dissertation,View E-PSCI 303 in Course Search ,016,Earth & Planetary Sciences,"McColl,Kaighin A",0,1,0,0,0,0,0,1
13826,E-PSCI 303,Directional Dissertation,View E-PSCI 303 in Course Search ,018,Earth & Planetary Sciences,"Meade,Brendan J.",0,1,0,0,0,0,0,1
13827,E-PSCI 303,Directional Dissertation,View E-PSCI 303 in Course Search ,019,Earth & Planetary Sciences,"Mitrovica,Jerry X.",0,1,0,0,0,0,0,1
13830,E-PSCI 303,Directional Dissertation,View E-PSCI 303 in Course Search ,022,Earth & Planetary Sciences,"Shaw,John H.",0,3,0,0,0,0,0,3
13831,E-PSCI 303,Directional Dissertation,View E-PSCI 303 in Course Search ,023,Earth & Planetary Sciences,"Sunderland,Elsie M",0,1,0,0,0,0,0,1
13832,E-PSCI 303,Directional Dissertation,View E-PSCI 303 in Course Search ,024,Earth & Planetary Sciences,"Tziperman,Eli",0,3,0,0,0,0,0,3
13833,E-PSCI 303,Directional Dissertation,View E-PSCI 303 in Course Search ,025,Earth & Planetary Sciences,"Wofsy,Steven C.",0,1,0,0,0,0,0,1
13834,E-PSCI 303,Directional Dissertation,View E-PSCI 303 in Course Search ,026,Earth & Planetary Sciences,"Wordsworth,Robin",0,3,0,0,0,0,0,3
16462,E-PSCI 52,Global Geophysics,View E-PSCI 52 in Course Search ,001,Earth & Planetary Sciences,"Mitrovica,Jerry X.",7,0,0,0,0,0,0,7
19109,E-PSCI 53,Marine Geochemistry,View E-PSCI 53 in Course Search ,001,Earth & Planetary Sciences,"Johnston,David T",6,0,0,2,0,0,0,8
16460,E-PSCI 6,Intro to Environment Sci & Eng,View E-PSCI 6 in Course Search ,001,Earth & Planetary Sciences,"Wofsy,Steven C.",1,0,0,0,0,0,0,1
13778,E-PSCI 99A,Tutorial - Senior Year,View E-PSCI 99A in Course Search ,001,Earth & Planetary Sciences,"Anderson,Chloe",7,0,0,0,0,0,0,7
11959,EABS 300,Reading and Research,View EABS 300 in Course Search ,002,East Asian Langs & Civ,"Gyatso,Janet",0,0,0,1,0,0,0,1
11964,EABS 300,Reading and Research,View EABS 300 in Course Search ,003,East Asian Langs & Civ,"Robson,James",0,3,0,0,0,0,0,3
16556,EAFM 123,Korean Stars,View EAFM 123 in Course Search ,01,East Asian Langs & Civ,"Bu,Chan Yong",9,1,0,0,0,0,0,10
12012,EAFM 300,Reading and Research,View EAFM 300 in Course Search ,001,East Asian Langs & Civ,"Zahlten,Alexander",0,1,0,0,0,0,0,1
13578,EASTD 143A,Digital Tools & Methods,View EASTD 143A in Course Search ,01,East Asian Langs & Civ,"Tang,Kwok-leong",1,5,0,0,0,0,0,6
12810,EASTD 301,Independent TF Work,View EASTD 301 in Course Search ,001,East Asian Langs & Civ,,0,12,0,0,0,0,0,12
12809,EASTD 302,Independent Course Work,View EASTD 302 in Course Search ,001,East Asian Langs & Civ,,0,5,0,0,0,0,0,5
12811,EASTD 303,Independent Research,View EASTD 303 in Course Search ,01,East Asian Langs & Civ,,0,13,0,0,0,0,0,13
12855,EASTD 304,EALC Teaching Practicum,View EASTD 304 in Course Search ,001,East Asian Langs & Civ,"Yoda,Tomiko",0,6,0,0,0,0,0,6
11890,EASTD 90R,East Asian Language Tutorials,View EASTD 90R in Course Search ,001,East Asian Langs & Civ,"Kuriyama,Shigehisa",1,0,0,0,0,0,0,1
11434,EASTD 91R,Supervised Reading & Research,View EASTD 91R in Course Search ,001,East Asian Langs & Civ,"Kuriyama,Shigehisa",2,0,0,0,0,0,0,2
20065,EASTD 98L,Junior Tutorial thesis writing,View EASTD 98L in Course Search ,01,East Asian Langs & Civ,"Kuriyama,Shigehisa",4,0,0,0,0,0,0,4
11556,EASTD 99A,Tutorial - Senior Year,View EASTD 99A in Course Search ,001,East Asian Langs & Civ,"Kuriyama,Shigehisa",3,0,0,0,0,0,0,3
12966,ECON 1010A,Intermediate Microeconomics,View ECON 1010A in Course Search ,001,Economics,"Boycko,Maxim",355,0,0,0,9,0,0,364
12993,ECON 1010B,Intermediate Macroeconomics,View ECON 1010B in Course Search ,001,Economics,"Baranga,Thomas Hugh",111,0,0,0,1,0,0,112
12967,ECON 1011A,Intermediate Microeconomics: A,View ECON 1011A in Course Search ,001,Economics,"Glaeser,Edward",67,0,0,0,0,0,0,67
13272,ECON 1017,A Libertarian Perspective,View ECON 1017 in Course Search ,001,Economics,"Miron,Jeffrey A.",156,0,1,1,3,0,0,161
12969,ECON 1057,Game Theory with Applications,View ECON 1057 in Course Search ,001,Economics,"Yoeli,Erez",20,0,1,6,2,0,1,30
18559,ECON 1080,Great Theorems of Microeconomi,View ECON 1080 in Course Search ,001,Economics,"Green,Jerry R.",10,0,0,0,0,0,0,10
14584,ECON 1088,Finance for Inclusive Growth,View ECON 1088 in Course Search ,001,Economics,"Breza,Emily L",49,0,0,1,2,0,0,52
12957,ECON 10A,Principles of Economics,View ECON 10A in Course Search ,001,Economics,"Furman,Jason",733,0,0,2,0,0,1,736
13977,ECON 10B,Principles of Economics,View ECON 10B in Course Search ,001,Economics,"Maggi,Andrés",58,0,0,0,1,0,0,59
12961,ECON 1123,Introduction to Econometrics,View ECON 1123 in Course Search ,001,Economics,"Pettenuzzo,Davide",157,1,0,1,4,0,0,163
16677,ECON 1343,Economics of Dev and Global He,View ECON 1343 in Course Search ,001,Economics,"Basilico,Matthew Frederick",135,0,0,4,1,0,0,140
13998,ECON 1346,Economics of Human Mobility,View ECON 1346 in Course Search ,001,Economics,"Kreindler,Gabriel Emanuel",8,0,0,3,2,0,0,13
16678,ECON 1410,Public Economics,View ECON 1410 in Course Search ,001,Economics,"Veuger,Stan Antonius",13,0,0,0,5,0,0,18
16679,ECON 1415,Analytic Frameworks for Policy,View ECON 1415 in Course Search ,001,Economics,"Zeckhauser,Richard",4,0,1,2,0,0,0,7
12962,ECON 1432,Econ of European Integrations,View ECON 1432 in Course Search ,001,Economics,"Kotz,Hans-Helmut",20,0,0,0,2,0,0,22
12994,ECON 1535,Intl Trade and Investment,View ECON 1535 in Course Search ,001,Economics,"Antras,Pol",19,0,0,17,6,0,0,42
14586,ECON 1545,Intl Financ & Monetary Policy,View ECON 1545 in Course Search ,001,Economics,"Rogoff,Kenneth S.",13,0,0,5,5,0,0,23
16757,ECON 1640,Industrial Organization,View ECON 1640 in Course Search ,001,Economics,"Lee,Robin",23,0,0,1,1,0,0,25
14587,ECON 1745,Corporate Finance,View ECON 1745 in Course Search ,001,Economics,"Bergstresser,Daniel Baird",295,1,3,14,16,0,1,330
14588,ECON 1936,Keynes,View ECON 1936 in Course Search ,001,Economics,"Marglin,Stephen A.",20,0,0,1,5,0,0,26
12955,ECON 2001,Reading and Research,View ECON 2001 in Course Search ,001,Economics,"Miron,Jeffrey A.",0,5,0,0,0,0,0,5
12963,ECON 2010A,Economic Theory,View ECON 2010A in Course Search ,001,Economics,"Glaeser,Edward",0,26,0,0,0,0,0,26
12952,ECON 2010C,Economic Theory,View ECON 2010C in Course Search ,001,Economics,"Laibson,David I.",5,25,0,0,0,0,0,30
12995,ECON 2020A,Microeconomic Theory I,View ECON 2020A in Course Search ,001,Economics,"Armona,Luis",1,35,0,0,0,1,0,37
14600,ECON 2040,Experimental Economics,View ECON 2040 in Course Search ,001,Economics,"Enke,Benjamin",1,11,0,2,0,0,0,14
18818,ECON 2070,A Computer Science Toolbox for,View ECON 2070 in Course Search ,001,Economics,"Gonczarowski,Yannai A.",2,4,0,0,0,0,0,6
12972,ECON 2110,Econometrics I,View ECON 2110 in Course Search ,001,Economics,"Bruich,Gregory Alan",2,25,0,0,0,1,0,28
12970,ECON 2120,Priciples of Econometrics,View ECON 2120 in Course Search ,001,Economics,"Tamer,Elie",2,31,1,0,0,3,0,37
13556,ECON 2142,Time Series,View ECON 2142 in Course Search ,001,Economics,"Shephard,Neil",1,2,1,1,0,0,0,5
13884,ECON 2340,Development,View ECON 2340 in Course Search ,001,Economics,"Kreindler,Gabriel Emanuel",3,9,0,2,0,1,0,15
14599,ECON 2360,Microeconomics of Development,View ECON 2360 in Course Search ,001,Economics,"Breza,Emily L",0,4,0,5,1,0,0,10
14690,ECON 2416,Advanced Topics in Empirical M,View ECON 2416 in Course Search ,001,Economics,"Chodorow-Reich,Gabriel Isaac",0,5,0,0,0,0,0,5
18834,ECON 2418,Political Economy of Non-Democ,View ECON 2418 in Course Search ,001,Economics,"Yang,David",3,12,0,0,2,2,0,19
12953,ECON 2450A,Public Econ and Fiscal Policy,View ECON 2450A in Course Search ,001,Economics,"Chetty,Nadarajan",0,10,0,2,2,0,0,14
12960,ECON 2530A,International Trade,View ECON 2530A in Course Search ,001,Economics,"Helpman,Elhanan",0,5,0,0,0,0,0,5
12958,ECON 2610,Industrial Organization I,View ECON 2610 in Course Search ,001,Economics,"Lee,Robin",0,18,1,0,0,0,1,20
19902,ECON 2688,Environmental and Climate,View ECON 2688 in Course Search ,001,Economics,"Stock,James H.",0,4,1,5,1,0,0,11
13557,ECON 2723,Asset Pricing,View ECON 2723 in Course Search ,001,Economics,"Hassan,Tarek Alexander",1,6,0,2,0,0,0,9
12971,ECON 2725,Corporate Finance and Banking,View ECON 2725 in Course Search ,001,Economics,"Sunderam,Adi",4,10,0,2,1,0,0,17
12988,ECON 2810A,Labor Market Analysis,View ECON 2810A in Course Search ,001,Economics,"Katz,Lawrence F.",0,16,0,2,0,0,0,18
13748,ECON 2902,Early-Stage Research Theory,View ECON 2902 in Course Search ,001,Economics,"Gonczarowski,Yannai A.",1,1,0,0,0,0,0,2
12997,ECON 2903,Metrics Reading Group,View ECON 2903 in Course Search ,001,Economics,"Tamer,Elie",0,4,0,0,0,0,0,4
19026,ECON 2904,Historical Econ Dev Reading Gr,View ECON 2904 in Course Search ,001,Economics,"Goldin,Claudia",0,3,0,1,0,0,0,4
15046,ECON 2905,Early Stage Research Economic,View ECON 2905 in Course Search ,001,Economics,"Kreindler,Gabriel Emanuel",0,9,0,0,0,0,0,9
13000,ECON 2906,Macroeconomics Reading Group,View ECON 2906 in Course Search ,001,Economics,"Chodorow-Reich,Gabriel Isaac",0,7,0,0,0,0,0,7
13545,ECON 2908,Early Stage Research and Discu,View ECON 2908 in Course Search ,001,Economics,"Melitz,Marc",0,3,0,0,0,0,0,3
12999,ECON 2909,IO Reading Group,View ECON 2909 in Course Search ,001,Economics,"Kalouptsidi,Myrto",0,5,0,0,0,0,0,5
14098,ECON 2911,Finance Reading Group,View ECON 2911 in Course Search ,001,Economics,"Campbell,John Y.",0,3,0,0,0,0,0,3
12998,ECON 2912,Labor Reading Group,View ECON 2912 in Course Search ,001,Economics,"Katz,Lawrence F.",0,13,0,0,0,0,0,13
13402,ECON 2922,Urban Economics Reading Group,View ECON 2922 in Course Search ,001,Economics,"Kreindler,Gabriel Emanuel",0,4,0,0,0,0,0,4
13630,ECON 2923,Cognitive Econ Reading Group,View ECON 2923 in Course Search ,001,Economics,"Shleifer,Andrei",0,1,0,0,0,0,0,1
12992,ECON 3000,TIME,View ECON 3000 in Course Search ,001,Economics,,0,105,0,0,0,0,0,105
12990,ECON 3001,Grad Workshop Behavioral,View ECON 3001 in Course Search ,001,Economics,"Enke,Benjamin",0,7,0,0,0,0,0,7
12981,ECON 3002,Theory Grad Workshop,View ECON 3002 in Course Search ,001,Economics,"Green,Jerry R.",0,5,0,0,0,0,0,5
12974,ECON 3003,Econometrics Grad Workshop,View ECON 3003 in Course Search ,001,Economics,"Tamer,Elie",0,3,0,0,0,0,0,3
12975,ECON 3004,Economic History Grad Workshop,View ECON 3004 in Course Search ,001,Economics,"Goldin,Claudia",0,12,2,0,0,0,0,14
12976,ECON 3005,Economic Development Grad Work,View ECON 3005 in Course Search ,001,Economics,"Breza,Emily L",0,8,0,0,0,0,0,8
12973,ECON 3006,Macro Grad Student Workshop,View ECON 3006 in Course Search ,001,Economics,"Friedman,Benjamin M.",0,14,0,0,0,0,0,14
12977,ECON 3007,Public Econ Grad Student Works,View ECON 3007 in Course Search ,001,Economics,"Cutler,David",0,10,0,0,0,0,0,10
12978,ECON 3008,International Grad Student Wor,View ECON 3008 in Course Search ,001,Economics,"Melitz,Marc",0,6,0,1,0,0,0,7
12979,ECON 3009,IO Grad Student Workshop,View ECON 3009 in Course Search ,001,Economics,"Pakes,Ariel",0,8,0,0,0,0,0,8
12983,ECON 3010,POL Econ Grad Student Workshop,View ECON 3010 in Course Search ,001,Economics,"Enke,Benjamin",0,8,0,0,0,0,0,8
12982,ECON 3011,Finance Grad Student Workshop,View ECON 3011 in Course Search ,001,Economics,"Gabaix,Xavier",0,16,0,0,0,0,0,16
12991,ECON 3012,Labor Grad Student Workshop,View ECON 3012 in Course Search ,001,Economics,"Katz,Lawrence F.",0,24,0,0,0,0,0,24
12980,ECON 3013,Contracts and Orgs Grad Worksh,View ECON 3013 in Course Search ,001,Economics,"Hart,Oliver",0,5,0,0,0,0,0,5
12996,ECON 3016A,Environmental Grad Student Wor,View ECON 3016A in Course Search ,001,Economics,"Stavins,Robert",0,3,0,0,0,0,0,3
13002,ECON 3017,Research in Health Economics,View ECON 3017 in Course Search ,001,Economics,"Shepard,Mark",0,8,0,0,0,0,0,8
14058,ECON 3116A,EnvironEcon and Policy: Semina,View ECON 3116A in Course Search ,001,Economics,"Stock,James H.",0,2,0,0,0,0,0,2
19811,ECON 70,Personal Finance,View ECON 70 in Course Search ,001,Economics,"Matray,Adrien",286,0,0,0,3,0,0,289
12954,ECON 910R,Supervised Reading and Researc,View ECON 910R in Course Search ,001,Economics,"Bruich,Gregory Alan",1,0,0,0,0,0,0,1
12959,ECON 970,Tutorial - Sophomore Year,View ECON 970 in Course Search ,001,Economics,,0,0,0,0,0,0,0,0
12984,ECON 970,Tutorial - Sophomore Year,View ECON 970 in Course Search ,T01,Economics,"Viswanathan,Shivram",10,0,0,0,0,0,0,10
