Class Enrollment Summary by Term with Prompt,,,,,,,,,,,,,,
Time run: 4/17/2025 8:00:19 AM,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Class Number,Course Title,Course Name,View in Course Search,Course Section Code,Course Department,Instructor Full Name,UGrad,Grad,NonDegree,XReg,VUS,Employee,Withdraw,Total
17668,ECON 2003,Computing for Economists,View ECON 2003 in Course Search ,001,Economics,"Shapiro,Jesse Morgan",0,4,0,0,0,0,0,4
12668,ECON 2020A,Microeconomic Theory I,View ECON 2020A in Course Search ,001,Economics,"Armona,Luis",0,1,0,0,0,0,0,1
18645,ECON 2038,Cognitive Economics,View ECON 2038 in Course Search ,001,Economics,"Shleifer,Andrei",2,8,0,0,0,0,0,10
17079,ECON 2059,Decision Theory,View ECON 2059 in Course Search ,001,Economics,"Strzalecki,Tomasz",1,5,0,0,0,0,0,6
17219,ECON 2081,Economic Theory,View ECON 2081 in Course Search ,001,Economics,"Green,Jerry R.",0,1,0,0,0,0,0,1
12644,ECON 2120,Priciples of Econometrics,View ECON 2120 in Course Search ,001,Economics,"Tamer,Elie",5,0,0,0,0,0,0,5
13170,ECON 2142,Time Series,View ECON 2142 in Course Search ,001,Economics,"Shephard,Neil",1,1,0,0,0,0,0,2
19239,ECON 2329,Topics in Political Economy,View ECON 2329 in Course Search ,001,Economics,"Pons,Vincent",3,12,0,0,0,0,0,15
13450,ECON 2340,Development,View ECON 2340 in Course Search ,001,Economics,"Kreindler,Gabriel Emanuel",0,12,0,0,1,0,0,13
13824,ECON 2360,Microeconomics of Development,View ECON 2360 in Course Search ,001,Economics,"Breza,Emily L",0,1,0,0,0,0,0,1
13853,ECON 2416,Advanced Topics in Empirical M,View ECON 2416 in Course Search ,001,Economics,,0,8,0,0,0,0,0,8
12629,ECON 2450A,Public Econ and Fiscal Policy,View ECON 2450A in Course Search ,001,Economics,"Stantcheva,Stefanie",0,20,0,0,0,0,0,20
12636,ECON 2530A,International Trade,View ECON 2530A in Course Search ,001,Economics,"Helpman,Elhanan",0,8,0,0,0,0,0,8
12634,ECON 2610,Industrial Organization I,View ECON 2610 in Course Search ,001,Economics,"Lee,Robin",2,24,0,0,0,0,0,26
15818,ECON 2688,Environmental and Climate,View ECON 2688 in Course Search ,001,Economics,"Stock,James H.",2,9,0,0,1,0,0,12
13171,ECON 2723,Asset Pricing,View ECON 2723 in Course Search ,001,Economics,"Hassan,Tarek Alexander",0,13,0,0,0,0,0,13
12645,ECON 2725,Corporate Finance and Banking,View ECON 2725 in Course Search ,001,Economics,"Sunderam,Adi",10,8,0,0,0,0,0,18
12662,ECON 2810A,Labor Market Analysis,View ECON 2810A in Course Search ,001,Economics,"Deming,David J.",1,18,0,0,0,0,0,19
13334,ECON 2902,Early-Stage Research Theory,View ECON 2902 in Course Search ,001,Economics,"Li,Shengwu",0,1,0,0,0,0,0,1
13161,ECON 2908,Early Stage Research and Discu,View ECON 2908 in Course Search ,001,Economics,"Melitz,Marc",1,2,0,0,0,0,0,3
13032,ECON 2922,Urban Economics Reading Group,View ECON 2922 in Course Search ,001,Economics,"Kreindler,Gabriel Emanuel",0,5,0,0,0,0,0,5
18502,ECON 2926,Geopolitics reading group,View ECON 2926 in Course Search ,001,Economics,"Antras,Pol",0,2,0,0,0,0,0,2
12665,ECON 3000,TIME,View ECON 3000 in Course Search ,001,Economics,,0,58,0,0,0,0,0,58
12663,ECON 3001,Grad Workshop Behavioral,View ECON 3001 in Course Search ,001,Economics,"Enke,Benjamin",0,4,0,0,0,0,0,4
12655,ECON 3002,Theory Grad Workshop,View ECON 3002 in Course Search ,001,Economics,"Green,Jerry R.",0,4,0,0,0,0,0,4
12648,ECON 3003,Econometrics Grad Workshop,View ECON 3003 in Course Search ,001,Economics,"Tamer,Elie",0,6,0,0,0,0,0,6
12647,ECON 3006,Macro Grad Student Workshop,View ECON 3006 in Course Search ,001,Economics,"Friedman,Benjamin M.",0,6,0,0,0,0,0,6
12651,ECON 3007,Public Econ Grad Student Works,View ECON 3007 in Course Search ,001,Economics,"Cutler,David",0,8,0,0,0,0,0,8
12652,ECON 3008,International Grad Student Wor,View ECON 3008 in Course Search ,001,Economics,"Melitz,Marc",0,1,0,0,0,0,0,1
12657,ECON 3010,POL Econ Grad Student Workshop,View ECON 3010 in Course Search ,001,Economics,"Enke,Benjamin",0,8,0,0,0,0,0,8
12656,ECON 3011,Finance Grad Student Workshop,View ECON 3011 in Course Search ,001,Economics,"Gabaix,Xavier",0,2,0,0,0,0,0,2
12664,ECON 3012,Labor Grad Student Workshop,View ECON 3012 in Course Search ,001,Economics,"Katz,Lawrence F.",0,6,0,0,0,0,0,6
12654,ECON 3013,Contracts and Orgs Grad Worksh,View ECON 3013 in Course Search ,001,Economics,"Hart,Oliver",0,3,0,0,0,0,0,3
15746,ECON 70,Personal Finance,View ECON 70 in Course Search ,001,Economics,"Campbell,John Y.",281,0,0,0,1,0,0,282
12658,ECON 970,Tutorial - Sophomore Year,View ECON 970 in Course Search ,T01,Economics,"Power,Patrick",9,0,0,0,0,0,0,9
12659,ECON 970,Tutorial - Sophomore Year,View ECON 970 in Course Search ,T02,Economics,"Power,Patrick",9,0,0,0,0,0,0,9
12660,ECON 970,Tutorial - Sophomore Year,View ECON 970 in Course Search ,T03,Economics,"Larreboure,Magdalena",8,0,0,0,0,0,0,8
12661,ECON 970,Tutorial - Sophomore Year,View ECON 970 in Course Search ,T04,Economics,"Kincaide,Laura-Thorne",11,0,0,0,0,0,0,11
13325,ECON 970,Tutorial - Sophomore Year,View ECON 970 in Course Search ,T05,Economics,"Le Brun,Anne N.",9,0,0,0,0,0,0,9
16012,ECON 970,Tutorial - Sophomore Year,View ECON 970 in Course Search ,T06,Economics,,11,0,0,0,0,0,0,11
13197,ECON 970,Tutorial - Sophomore Year,View ECON 970 in Course Search ,T07,Economics,,9,0,0,0,0,0,0,9
13245,ECON 970,Tutorial - Sophomore Year,View ECON 970 in Course Search ,T08,Economics,"Kim,Andrei",8,0,0,0,0,0,0,8
13568,ECON 970,Tutorial - Sophomore Year,View ECON 970 in Course Search ,T09,Economics,"Kumar,Nikhil",9,0,0,0,0,0,0,9
13569,ECON 970,Tutorial - Sophomore Year,View ECON 970 in Course Search ,T10,Economics,,11,0,0,0,0,0,0,11
16013,ECON 970,Tutorial - Sophomore Year,View ECON 970 in Course Search ,T11,Economics,,9,0,0,0,0,0,0,9
16014,ECON 970,Tutorial - Sophomore Year,View ECON 970 in Course Search ,T12,Economics,"Felter,John Kenneth",11,0,0,0,0,0,0,11
16015,ECON 970,Tutorial - Sophomore Year,View ECON 970 in Course Search ,T13,Economics,"Felter,John Kenneth",10,0,0,0,0,0,0,10
16131,ECON 970,Tutorial - Sophomore Year,View ECON 970 in Course Search ,T14,Economics,"Ulusoy,Veysel",10,0,0,0,0,0,0,10
19436,ECON 970,Tutorial - Sophomore Year,View ECON 970 in Course Search ,T15,Economics,"Ulusoy,Veysel",4,0,0,0,0,0,0,4
19437,ECON 970,Tutorial - Sophomore Year,View ECON 970 in Course Search ,T16,Economics,"Foroughi,Cirrus",11,0,0,0,0,0,0,11
17110,ECON 980DD,Globalization and Inequality,View ECON 980DD in Course Search ,001,Economics,"Antras,Pol",1,0,0,0,0,0,0,1
12968,ECON 985A,Senior Thesis Seminar,View ECON 985A in Course Search ,001,Economics,,7,0,0,0,0,0,0,7
13038,ECON 985A,Senior Thesis Seminar,View ECON 985A in Course Search ,S01,Economics,"Chen,Matthew Lee",12,0,0,0,0,0,0,12
13039,ECON 985A,Senior Thesis Seminar,View ECON 985A in Course Search ,S02,Economics,"Shen,Leslie Sheng",11,0,0,0,0,0,0,11
13040,ECON 985A,Senior Thesis Seminar,View ECON 985A in Course Search ,S03,Economics,,11,0,0,0,0,0,0,11
13041,ECON 985A,Senior Thesis Seminar,View ECON 985A in Course Search ,S04,Economics,"Jha,Madhavi",9,0,0,0,0,0,0,9
13042,ECON 985A,Senior Thesis Seminar,View ECON 985A in Course Search ,S05,Economics,,10,0,0,0,0,0,0,10
20031,ECON 985A,Senior Thesis Seminar,View ECON 985A in Course Search ,S06,Economics,"Gajwani,Kiran",10,0,0,0,0,0,0,10
12640,ECON 990B,Tutorial - Senior Year,View ECON 990B in Course Search ,001,Economics,"Baranga,Thomas Hugh",2,0,0,0,0,0,0,2
13581,EDST 102,Developmental Psychology,View EDST 102 in Course Search ,001,Education Studies,"Harris,Paul Lansley",12,1,0,0,0,0,0,13
13316,EDST 103,Philosophy of Education,View EDST 103 in Course Search ,001,Education Studies,"Elgin,Catherine Z.",8,0,0,0,0,0,0,8
14219,EDST 133,Adolescent Development,View EDST 133 in Course Search ,001,Education Studies,"Hill,Nancy",3,0,0,0,0,0,0,3
15536,EDST 138,Neuroscience and Education,View EDST 138 in Course Search ,001,Education Studies,"Gaab,Nadine",13,0,0,0,0,0,0,13
15836,EDST 139,Bilingual Learners,View EDST 139 in Course Search ,001,Education Studies,"Uccelli,Paola",7,0,0,0,0,0,0,7
13096,EDU 300,Doctoral Research,View EDU 300 in Course Search ,001,Faculty of Arts & Sciences,,0,27,0,0,0,0,0,27
13097,EDU 301,Doctoral Teaching,View EDU 301 in Course Search ,001,Faculty of Arts & Sciences,,0,4,0,0,0,0,0,4
13098,EDU 302,Doctoral Independent Study,View EDU 302 in Course Search ,001,Faculty of Arts & Sciences,,0,1,0,0,0,0,0,1
15281,EGYPTARB 101AR,Advanced Egyptian Arabic,View EGYPTARB 101AR in Course Search ,001,African & African Amer Studies,"Mugane,John M",0,1,0,0,0,0,0,1
12958,EGYPTARB AA,Elementary Egyptian Arabic,View EGYPTARB AA in Course Search ,001,African & African Amer Studies,"Mugane,John M",1,0,0,0,0,0,0,1
13493,EGYPTIAN 150,Voices from the Nile,View EGYPTIAN 150 in Course Search ,001,Near Eastern Languages & Civ,"Manuelian,Peter Der",1,1,0,0,0,0,0,2
13439,EGYPTIAN 200,Egyptian Text Reading,View EGYPTIAN 200 in Course Search ,001,Near Eastern Languages & Civ,"Manuelian,Peter Der",1,1,0,0,0,0,0,2
13181,EGYPTIAN 227,Critical Readings: Egyptology,View EGYPTIAN 227 in Course Search ,001,Near Eastern Languages & Civ,"Manuelian,Peter Der",1,1,0,0,0,0,0,2
13438,EGYPTIAN AA,The Language of the Pharaohs,View EGYPTIAN AA in Course Search ,001,Near Eastern Languages & Civ,"Manuelian,Peter Der",5,0,0,0,0,0,0,5
13216,EMR 1010,Topics in Latinx Studies,View EMR 1010 in Course Search ,001,"Ethnicity, Migration, Rights","Bouso Gavin,Aitor",16,0,0,0,0,0,0,16
15573,EMR 1030,Topics in NAIS,View EMR 1030 in Course Search ,01,"Ethnicity, Migration, Rights","Izadi,Mandy",9,1,0,0,0,0,0,10
19075,EMR 1040,Topics in Asian Amer Studies,View EMR 1040 in Course Search ,1,"Ethnicity, Migration, Rights","Fernandez,Leslie",10,0,0,0,0,0,0,10
19074,EMR 177,Queer/Cuir Latinidades,View EMR 177 in Course Search ,1,"Ethnicity, Migration, Rights","Bouso Gavin,Aitor",10,0,0,0,0,0,0,10
19073,EMR 178,Migration and Border Crossing,View EMR 178 in Course Search ,1,"Ethnicity, Migration, Rights","Vega-Duran,Raquel",2,0,0,0,0,0,0,2
12792,ENG-SCI 100HFA,Engineering Design Projects,View ENG-SCI 100HFA in Course Search ,001,Engineering Sciences,"Bertoldi,Katia",5,0,0,0,0,0,0,5
12800,ENG-SCI 100HFB,Engineering Design Projects,View ENG-SCI 100HFB in Course Search ,001,Engineering Sciences,,1,0,0,0,0,0,0,1
13474,ENG-SCI 105HFR,Humanitarian Design Projects,View ENG-SCI 105HFR in Course Search ,001,Engineering Sciences,"Lombardo,Chris",23,0,0,0,0,0,0,23
17080,ENG-SCI 111,Intro to Scientific Computing,View ENG-SCI 111 in Course Search ,001,Engineering Sciences,"Iams,Sarah M",1,0,0,0,0,0,0,1
14973,ENG-SCI 115,Mathematical Modeling,View ENG-SCI 115 in Course Search ,001,Engineering Sciences,"Brenner,Michael P.",4,0,0,0,0,0,0,4
12761,ENG-SCI 121,Optimization: Models & Methods,View ENG-SCI 121 in Course Search ,001,Engineering Sciences,"Weber,Melanie",2,0,0,0,0,0,0,2
12779,ENG-SCI 125,Mechanical Systems,View ENG-SCI 125 in Course Search ,001,Engineering Sciences,"Wood,Robert J.",45,0,0,0,0,0,0,45
15674,ENG-SCI 128,Computational Solid & Struc Me,View ENG-SCI 128 in Course Search ,001,Engineering Sciences,"Bertoldi,Katia",13,0,0,0,0,0,0,13
12793,ENG-SCI 139,Innovation in Science and Engr,View ENG-SCI 139 in Course Search ,001,Engineering Sciences,,68,0,0,0,0,0,0,68
17023,ENG-SCI 143,Computer Vision,View ENG-SCI 143 in Course Search ,001,Engineering Sciences,"Zickler,Todd",10,6,0,0,0,0,0,16
12803,ENG-SCI 152,"Circuits,Devices,Transduction",View ENG-SCI 152 in Course Search ,001,Engineering Sciences,"Hills,Gage",28,0,0,0,0,0,0,28
12804,ENG-SCI 155,Systems and Control,View ENG-SCI 155 in Course Search ,001,Engineering Sciences,"Li,Na",41,2,0,0,0,0,0,43
17024,ENG-SCI 157,Biological Signal Processing,View ENG-SCI 157 in Course Search ,001,Engineering Sciences,"Ba,Demba",9,1,0,0,0,0,0,10
17025,ENG-SCI 158,Optimal Control & Reinforcemnt,View ENG-SCI 158 in Course Search ,001,Engineering Sciences,"Yang,Heng",3,4,0,0,0,0,0,7
19036,ENG-SCI 170,Engineering Quantum Mechanics,View ENG-SCI 170 in Course Search ,001,Engineering Sciences,"Semeghini,Giulia",7,1,0,0,0,0,0,8
15183,ENG-SCI 173,Intro Electronic & Photonic Dv,View ENG-SCI 173 in Course Search ,001,Engineering Sciences,"Loncar,Marko",3,0,0,0,0,0,0,3
12765,ENG-SCI 181,Engineering Thermodynamics,View ENG-SCI 181 in Course Search ,001,Engineering Sciences,"Suo,Zhigang",92,0,0,0,0,0,0,92
13553,ENG-SCI 200,Engineering Quantum Mechanics,View ENG-SCI 200 in Course Search ,001,Engineering Sciences,"Capasso,Federico",1,1,0,0,0,0,0,2
18935,ENG-SCI 215,Phys & Econ Ops of Energy,View ENG-SCI 215 in Course Search ,001,Engineering Sciences,"Xie,Le",3,9,0,0,0,0,0,12
14700,ENG-SCI 221,Drug Delivery,View ENG-SCI 221 in Course Search ,001,Engineering Sciences,"Mitragotri,Samir",27,10,0,0,0,0,0,37
19897,ENG-SCI 223,Neurophys & Neural Interfaces,View ENG-SCI 223 in Course Search ,001,Engineering Sciences,"Srinivasan,Shriya",6,4,0,0,0,0,0,10
17028,ENG-SCI 224,Biomechanics of Movement,View ENG-SCI 224 in Course Search ,001,Engineering Sciences,"Slade,Patrick",0,1,0,0,0,0,0,1
13472,ENG-SCI 225,Neuroengineering,View ENG-SCI 225 in Course Search ,001,Engineering Sciences,"Liu,Jia",6,2,0,0,0,0,0,8
15675,ENG-SCI 228,Computational Solid & Struc Me,View ENG-SCI 228 in Course Search ,001,Engineering Sciences,"Bertoldi,Katia",1,3,0,0,0,0,0,4
17029,ENG-SCI 233,"Water, Weather and Climate",View ENG-SCI 233 in Course Search ,001,Engineering Sciences,"McColl,Kaighin A",4,8,0,0,0,0,0,12
12794,ENG-SCI 239,Adv Innovation Science & Engr,View ENG-SCI 239 in Course Search ,001,Engineering Sciences,,1,11,0,0,0,0,0,12
14707,ENG-SCI 240,Solid Mechanics,View ENG-SCI 240 in Course Search ,001,Engineering Sciences,"Vlassak,Joost J.",1,4,0,0,0,0,0,5
14702,ENG-SCI 250,Information Theory,View ENG-SCI 250 in Course Search ,001,Engineering Sciences,"Calmon,Flavio du Pin",5,12,0,0,0,0,0,17
16031,ENG-SCI 254,Math of High-Dimensional Info,View ENG-SCI 254 in Course Search ,001,Engineering Sciences,"Lu,Yue",1,2,0,0,0,0,0,3
16478,ENG-SCI 268,Physics of Climate,View ENG-SCI 268 in Course Search ,001,Engineering Sciences,"Kuang,Zhiming",1,2,0,0,0,0,0,3
15338,ENG-SCI 275,Integrated Nonlinear Photonics,View ENG-SCI 275 in Course Search ,001,Engineering Sciences,"Yang,Kiyoul",1,7,0,0,0,0,0,8
19648,ENG-SCI 280,Designing Technology Ventures,View ENG-SCI 280 in Course Search ,001,Engineering Sciences,"Howe,Robert D.",0,19,0,0,0,0,0,19
19393,ENG-SCI 297,Professional Writing Engineers,View ENG-SCI 297 in Course Search ,001,Engineering Sciences,"Smith,Suzanne",2,3,0,0,0,0,0,5
19588,ENG-SCI 299R,Topics in Engineering Sciences,View ENG-SCI 299R in Course Search ,042,Engineering Sciences,"Yang,Kiyoul",0,1,0,0,0,0,0,1
16396,ENG-SCI 30,Startups: From Idea to Exit,View ENG-SCI 30 in Course Search ,001,Engineering Sciences,"Lerner,Josh",96,3,0,1,0,0,0,100
12762,ENG-SCI 306,Control Theory,View ENG-SCI 306 in Course Search ,001,Engineering Sciences,"Li,Na",0,4,0,0,0,0,0,4
12802,ENG-SCI 312,Information Theory & App,View ENG-SCI 312 in Course Search ,001,Engineering Sciences,"Calmon,Flavio du Pin",0,1,0,0,0,0,0,1
12760,ENG-SCI 316,Wireless Computing Networking,View ENG-SCI 316 in Course Search ,001,Engineering Sciences,"Kung,H. T.",0,4,0,0,0,0,0,4
12795,ENG-SCI 318,Structured Representations,View ENG-SCI 318 in Course Search ,001,Engineering Sciences,"Ba,Demba",0,3,0,0,0,0,0,3
12789,ENG-SCI 320,Microrobotics & Robotic System,View ENG-SCI 320 in Course Search ,001,Engineering Sciences,"Wood,Robert J.",0,4,0,0,0,0,0,4
12807,ENG-SCI 321,Edge Computing,View ENG-SCI 321 in Course Search ,001,Engineering Sciences,"Janapa Reddi,Vijay",0,4,0,0,0,0,0,4
12784,ENG-SCI 324,Materials Processing,View ENG-SCI 324 in Course Search ,001,Engineering Sciences,"Lewis,Jennifer",0,4,0,0,0,0,0,4
13333,ENG-SCI 325,Emerging Nano-Design,View ENG-SCI 325 in Course Search ,001,Engineering Sciences,"Hills,Gage",0,3,0,0,0,0,0,3
14093,ENG-SCI 327,Integrated Photonic Systems,View ENG-SCI 327 in Course Search ,001,Engineering Sciences,"Yang,Kiyoul",0,2,0,0,0,0,0,2
12767,ENG-SCI 336,Mechanics of Engin Materials,View ENG-SCI 336 in Course Search ,001,Engineering Sciences,"Vlassak,Joost J.",0,1,0,0,0,0,0,1
12790,ENG-SCI 342,Mechanics of Soft Materials,View ENG-SCI 342 in Course Search ,001,Engineering Sciences,"Bertoldi,Katia",0,5,0,0,0,0,0,5
14104,ENG-SCI 347,Neural Interfacing,View ENG-SCI 347 in Course Search ,001,Engineering Sciences,"Srinivasan,Shriya",0,1,0,0,0,0,0,1
14106,ENG-SCI 348,"Biomechan, Robotics, Human AI",View ENG-SCI 348 in Course Search ,001,Engineering Sciences,"Slade,Patrick",0,5,0,0,0,0,0,5
12773,ENG-SCI 352,Engineering Mammalian Cell,View ENG-SCI 352 in Course Search ,001,Engineering Sciences,"Mooney,David",0,3,0,0,0,0,0,3
12770,ENG-SCI 354,Cellular Biophysics,View ENG-SCI 354 in Course Search ,001,Engineering Sciences,"Parker,Kit",0,2,0,0,0,0,0,2
12798,ENG-SCI 372,Atmospheric & Environment Chem,View ENG-SCI 372 in Course Search ,001,Engineering Sciences,"Keutsch,Frank N",0,2,0,0,0,0,0,2
12787,ENG-SCI 380,Biologically Inspired Design,View ENG-SCI 380 in Course Search ,001,Engineering Sciences,"Walsh,Conor J",0,3,0,0,0,0,0,3
12806,ENG-SCI 389,Atomistic Computational Design,View ENG-SCI 389 in Course Search ,001,Engineering Sciences,"Kozinsky,Boris",0,3,0,0,0,0,0,3
12797,ENG-SCI 392,Environmental Chemistry,View ENG-SCI 392 in Course Search ,001,Engineering Sciences,"Sunderland,Elsie M",0,3,0,0,0,0,0,3
12791,ENG-SCI 398,Statistical Estimation,View ENG-SCI 398 in Course Search ,001,Engineering Sciences,"Lu,Yue",0,1,0,0,0,0,0,1
13110,ENG-SCI 399-TIME,Academic-Related Work SEAS,View ENG-SCI 399-TIME in Course Search ,001,Engineering Sciences,,0,7,0,0,0,0,0,7
17547,ENG-SCI 51,Computer-Aided Machine Design,View ENG-SCI 51 in Course Search ,001,Engineering Sciences,"Hasanov,Seymur",8,0,0,0,0,0,0,8
12805,ENG-SCI 53,Quant Physiol Basis for Bioeng,View ENG-SCI 53 in Course Search ,001,Engineering Sciences,"Moyer,Linsey",59,0,0,0,0,0,0,59
12759,ENG-SCI 91R,Supervised Reading & Research,View ENG-SCI 91R in Course Search ,001,Engineering Sciences,"Bertoldi,Katia",1,0,0,0,0,0,0,1
12977,ENG-SCI 95R,Startup R & D,View ENG-SCI 95R in Course Search ,001,Engineering Sciences,"Bottino,Paul B.",2,0,0,0,0,0,0,2
13029,ENG-SCI 96,Engineering Problem Solving,View ENG-SCI 96 in Course Search ,001,Engineering Sciences,"Mooney,David",9,0,0,0,0,0,0,9
12923,ENGLISH 10,Literature Today,View ENGLISH 10 in Course Search ,001,English,"Lynch,Deidre",52,0,0,0,0,0,0,52
18488,ENGLISH 115B,Chaucer: The Canterbury Tales,View ENGLISH 115B in Course Search ,001,English,"Wilson,Anna",14,0,0,0,0,0,0,14
18487,ENGLISH 148,Modern Monsters in Lit & Film,View ENGLISH 148 in Course Search ,001,English,"Lynch,Deidre",24,0,0,0,0,0,0,24
18486,ENGLISH 180VW,Visionary Women,View ENGLISH 180VW in Course Search ,001,English,"Watson,Nicholas James",2,0,0,1,0,0,0,3
18483,ENGLISH 184CF,City Fictions,View ENGLISH 184CF in Course Search ,001,English,"Menon,Tara",34,2,0,0,0,0,0,36
18485,ENGLISH 189VG,Video Game Storytelling,View ENGLISH 189VG in Course Search ,001,English,"Ravinthiran,Vidyan",41,1,0,0,0,0,0,42
12924,ENGLISH 20,Literary Forms,View ENGLISH 20 in Course Search ,001,English,"Whittington,Leah Jane",24,0,0,0,0,0,0,24
18588,ENGLISH 226L,"Stages of Life, in Literature",View ENGLISH 226L in Course Search ,001,English,"Greenblatt,Stephen",0,1,0,0,0,0,0,1
18491,ENGLISH 228C,Milton and Art of Criticism,View ENGLISH 228C in Course Search ,001,English,"Teskey,Gordon",1,0,0,0,0,0,0,1
18482,ENGLISH 231,Divine Comedies,View ENGLISH 231 in Course Search ,001,English,"Watson,Nicholas James",2,1,0,2,0,0,0,5
18647,ENGLISH 264X,Sensatn & Moral Actn in Hardy,View ENGLISH 264X in Course Search ,001,English,"Scarry,Elaine",8,5,0,0,0,0,0,13
11608,ENGLISH 300HF,Medieval Colloquium,View ENGLISH 300HF in Course Search ,001,English,"Donoghue,Daniel G.",0,1,0,0,0,0,0,1
11609,ENGLISH 302HF,Renaissance Colloquium,View ENGLISH 302HF in Course Search ,001,English,"Greenblatt,Stephen",0,2,0,0,0,0,0,2
16734,ENGLISH 304HF,Long Eighteenth Century,View ENGLISH 304HF in Course Search ,001,English,"Lynch,Deidre",0,1,0,0,0,0,0,1
12439,ENGLISH 312HF,Race and Ethnicity Colloquium,View ENGLISH 312HF in Course Search ,001,English,"Carpio,Glenda",0,2,0,0,0,0,0,2
13037,ENGLISH 350,Teaching & Prof. Dev. Colloq.,View ENGLISH 350 in Course Search ,001,English,"Kim,Ju Yon",0,3,0,0,0,0,0,3
12031,ENGLISH 397,Directed Study,View ENGLISH 397 in Course Search ,013,English,"Kim,Ju Yon",0,8,0,0,0,0,0,8
12039,ENGLISH 397,Directed Study,View ENGLISH 397 in Course Search ,030,English,"Whittington,Leah Jane",0,1,0,0,0,0,0,1
11463,ENGLISH 398,Doctoral Dissertation,View ENGLISH 398 in Course Search ,001,English,"Donoghue,Daniel G.",0,1,0,0,0,0,0,1
11994,ENGLISH 398,Doctoral Dissertation,View ENGLISH 398 in Course Search ,004,English,"Carpio,Glenda",0,1,0,0,0,0,0,1
12000,ENGLISH 398,Doctoral Dissertation,View ENGLISH 398 in Course Search ,013,English,"Kim,Ju Yon",0,1,0,0,0,0,0,1
12001,ENGLISH 398,Doctoral Dissertation,View ENGLISH 398 in Course Search ,014,English,"Lynch,Deidre",0,1,0,0,0,0,0,1
13124,ENGLISH 398,Doctoral Dissertation,View ENGLISH 398 in Course Search ,018,English,"Blum,Beth",0,1,0,0,0,0,0,1
12005,ENGLISH 398,Doctoral Dissertation,View ENGLISH 398 in Course Search ,020,English,"Puchner,Martin",0,1,0,0,0,0,0,1
12006,ENGLISH 398,Doctoral Dissertation,View ENGLISH 398 in Course Search ,022,English,"Scarry,Elaine",0,1,0,0,0,0,0,1
12009,ENGLISH 398,Doctoral Dissertation,View ENGLISH 398 in Course Search ,026,English,"Teskey,Gordon",0,2,0,0,0,0,0,2
13125,ENGLISH 398,Doctoral Dissertation,View ENGLISH 398 in Course Search ,027,English,"McCarthy,Jesse",0,1,0,0,0,0,0,1
13126,ENGLISH 398,Doctoral Dissertation,View ENGLISH 398 in Course Search ,028,English,"Ravinthiran,Vidyan",0,1,0,0,0,0,0,1
12010,ENGLISH 398,Doctoral Dissertation,View ENGLISH 398 in Course Search ,029,English,"Watson,Nicholas James",0,1,0,0,0,0,0,1
12011,ENGLISH 398,Doctoral Dissertation,View ENGLISH 398 in Course Search ,030,English,"Whittington,Leah Jane",0,1,0,0,0,0,0,1
13128,ENGLISH 398,Doctoral Dissertation,View ENGLISH 398 in Course Search ,033,English,"Wilson,Anna",0,1,0,0,0,0,0,1
12058,ENGLISH 399,Reading and Research,View ENGLISH 399 in Course Search ,29,English,"Watson,Nicholas James",0,1,0,0,0,0,0,1
18490,ENGLISH 90AH,Asian American Theater,View ENGLISH 90AH in Course Search ,001,English,"Kim,Ju Yon",11,0,0,0,0,0,0,11
18837,ENGLISH 90AM,Shakespeare After Hamlet,View ENGLISH 90AM in Course Search ,001,English,"Teskey,Gordon",13,0,0,0,0,0,0,13
18478,ENGLISH 90EB,Elizabeth Bishop and Others,View ENGLISH 90EB in Course Search ,001,English,"Ravinthiran,Vidyan",7,0,0,0,0,0,0,7
18612,ENGLISH 90JW,"Joyce, Proust, Woolf",View ENGLISH 90JW in Course Search ,001,English,"Blum,Beth",16,0,0,0,0,0,0,16
15116,ENGLISH 90LV,Consciousness: Austen to Woolf,View ENGLISH 90LV in Course Search ,001,English,"Wood,James",20,0,0,0,0,0,0,20
13168,ENGLISH 97,Soph. Tut.: Literary Methods,View ENGLISH 97 in Course Search ,001,English,"Niles,Alan",7,0,0,0,0,0,0,7
14112,ENGLISH 98R,Tutorial - Junior Year,View ENGLISH 98R in Course Search ,001,English,"Careyva,Jeffrey",2,0,0,0,0,0,0,2
14176,ENGLISH 98R,Tutorial - Junior Year,View ENGLISH 98R in Course Search ,002,English,"Gunn,Amanda",2,0,0,0,0,0,0,2
14177,ENGLISH 98R,Tutorial - Junior Year,View ENGLISH 98R in Course Search ,003,English,"Horgan,Katherine",3,0,0,0,0,0,0,3
14178,ENGLISH 98R,Tutorial - Junior Year,View ENGLISH 98R in Course Search ,004,English,"Sarafin,Wyatt",3,0,0,0,0,0,0,3
14395,ENGLISH 98R,Tutorial - Junior Year,View ENGLISH 98R in Course Search ,005,English,"Shanosky,Celine",4,0,0,0,0,0,0,4
10828,ENGLISH 99R,Senior Tutorial,View ENGLISH 99R in Course Search ,001,English,"Whittington,Leah Jane",25,0,0,0,0,0,0,25
19006,ENGLISH CAKN,The Short Novel,View ENGLISH CAKN in Course Search ,001,English,"Krivak,Andrew J.",8,1,0,2,0,0,0,11
12309,ENGLISH CBBR,Intermediate Poetry: Workshop,View ENGLISH CBBR in Course Search ,001,English,"Bell,Joshua David",5,0,0,0,0,0,0,5
18621,ENGLISH CBST,Genre Fiction Workshop: Horror,View ENGLISH CBST in Course Search ,001,English,"White,William N.",7,0,0,0,0,0,0,7
